code_pme;source;code_insee_commune;axe;pr_debut;abscisse_debut;pr_fin;abscisse_fin;sens_gestionnaire;sens_cardinal;sens_migratoire;sens_giratoire;longueur;nb_voies;x_deb;y_deb;x_fin;y_fin;code_traficolor
MB233.u1;DIRA;;;;;;;;;;;0;0;;;;;
MB333.a1;DIRA;723333075;A630;33PR7D;590;33PR8D;288;1;NORD_SUD;Y;EXTERIEUR;694;0;416780.0;6427470.0;415792.0;6427610.0;BX33
MB333.a8;DIRA;723333063;A630;33PR6G;1332;33PR7G;675;1;SUD_NORD;W;INTERIEUR;820;0;418243.0;6427220.0;416778.0;6427451.0;BX33
N0041020600;DIRN;;;;0;;;;;;;0;0;;;;;
MB333.a7;DIRA;723333063;A630;33PR6D;1338;33PR7D;590;1;NORD_SUD;Y;EXTERIEUR;747;0;418248.0;6427238.0;416780.0;6427470.0;BX33
A0022010500;DIRN;;;;0;;;;;;;0;0;;;;;
MSR69.E1;DIRCE;;;;0;;;;;;;0;0;;;;;
MM513.k2;DIRMED;931313055;A55;13PR4G;796;13PR5G;296;1;OUEST_EST;Y;;501;0;891002.0;6250929.0;890515.0;6251715.0;MA13
MSR69.E2;DIRCE;;;;0;;;;;;;0;0;;;;;
A0025010700;DIRN;;;;0;;;;;;;0;0;;;;;
A0002011230;DIRN;;;;0;;;;;;;0;0;;;;;
MY669.H1;GRAND LYON;826969081;A6;69PR451D;401;69PR451D;754;1;NORD_SUD;Y;;353;0;838572.56;6521114.5;838572.56;6521114.5;LY69
MY669.H2;GRAND LYON;826969081;A6;69PR451G;401;69PR451G;755;1;SUD_NORD;W;;359;0;838586.0;6521125.0;838586.0;6521125.0;LY69
MM313.M1;DIRMED;931313055;A50;13PR6D;309;13PR6D;809;1;OUEST_EST;Y;;499;0;900066.0;6247065.0;900066.0;6247065.0;MA13
MZO57.71;DIRE;415757663;A31;57PR317D;900;57PR320D;200;1;SUD_NORD;W;;4483;0;931559.7;6908428.5;931273.8;6911336.5;ME57
MZO57.72;DIRE;415757672;A31;57PR331G;400;57PR333G;600;1;NORD_SUD;Y;;4484;0;929874.44;6921116.5;927872.2;6921302.5;ME57
MQR69.F1;DIRCE;;;;0;;;;;;;0;0;;;;;
MQR69.F2;DIRCE;;;;0;;;;;;;0;0;;;;;
MB831.J1;DIRSO;733131555;A624;31PR1D;215;31PR1D;844;1;EST_OUEST;Y;;635;0;570011.25;6280054.5;570011.25;6280054.5;TO31
MB831.J2;DIRSO;733131555;A624;31PR1G;169;31PR1G;795;1;OUEST_EST;W;;618;0;569998.4;6280040.0;569998.4;6280040.0;TO31
M08SF.22;DIRSO;;;;0;;;;;;;0;0;;;;;
MB333.b4;DIRA;723333318;A63;33PR0G;0;33PR0G;1560;1;SUD_NORD;W;;1552;0;412869.28;6416508.0;412869.28;6416508.0;BX33
MWJ35.V1;DIRO;;;;0;;;;;;;0;0;;;;;
M08SF.21;DIRSO;;;;0;;;;;;;0;0;;;;;
MWK35.D2;DIRO;533535327;N157;35PR33G;221;35PR34G;669;1;OUEST_EST;W;;1457;0;368035.0;6787496.0;367040.0;6787553.0;RE35
MB333.b2;DIRA;723333318;A630;33PR24G;211;33PR25G;97;1;SUD_NORD;W;INTERIEUR;889;0;412515.4;6416479.0;413523.72;6416563.0;BX33
MWK35.D1;DIRO;533535327;N157;35PR33D;221;35PR34D;669;1;EST_OUEST;Y;;1460;0;368039.0;6787510.0;367040.0;6787567.0;RE35
MBG33.n2;DIRA;723333013;N230;33PR40G;339;33PR40G;941;1;NORD_SUD;Y;INTERIEUR;601;0;423305.0;6422599.0;423305.0;6422599.0;BX33
MwI35.B2;DIRO;533535334;N136;35PR27G;797;35PR30G;250;1;OUEST_EST;W;EXTERIEUR;2439;0;358822.0;6792670.0;359910.0;6790087.0;RE35
MwI35.B1;DIRO;533535334;N136;35PR27D;830;35PR30D;250;1;EST_OUEST;Y;INTERIEUR;2396;0;358806.0;6792657.0;359895.0;6790085.0;RE35
A0002021290;DIRN;;;;0;;;;;;;0;0;;;;;
A0022011600;DIRN;;;;0;;;;;;;0;0;;;;;
MM513.j2;DIRMED;931313055;A55;13PR4G;305;13PR4G;805;1;OUEST_EST;Y;;497;0;891002.0;6250929.0;891002.0;6250929.0;MA13
MWJ35.V2;DIRO;;;;0;;;;;;;0;0;;;;;
MY669.G2;GRAND LYON;826969081;A6;69PR450G;201;69PR451G;400;1;SUD_NORD;W;;1181;0;838561.75;6521972.0;838586.0;6521125.0;LY69
MQR69.G1;DIRCE;;;;0;;;;;;;0;0;;;;;
MY669.G1;GRAND LYON;826969081;A6;69PR450D;141;69PR451D;400;1;NORD_SUD;Y;;1256;0;838547.5;6521979.5;838572.56;6521114.5;LY69
MM313.N1;DIRMED;931313055;A50;13PR6D;715;13PR7D;215;1;OUEST_EST;Y;;501;0;900066.0;6247065.0;901049.0;6246893.0;MA13
MB831.K1;DIRSO;733131555;A624;31PR0D;571;31PR0D;999;1;EST_OUEST;Y;;433;0;571112.0;6279802.0;571112.0;6279802.0;TO31
MWL44.X1;DIRO;524444162;N844;44PR29D;405;44PR29D;940;1;EST_OUEST;Y;INTERIEUR;878;0;350048.25;6689451.5;350048.25;6689451.5;NA44
MM113.t2;DIRMED;931313015;A51;13PR10G;405;13PR10G;905;1;NORD_SUD;Y;;499;0;894837.56;6266130.5;894837.56;6266130.5;MA13
A0025022930;DIRN;;;;0;;;;;;;0;0;;;;;
MQR69.G2;DIRCE;;;;0;;;;;;;0;0;;;;;
MB831.K2;DIRSO;733131555;A624;31PR0G;773;31PR0G;1167;1;OUEST_EST;W;;390;0;571192.44;6279836.5;571192.44;6279836.5;TO31
