,VITRY:PM10,VITRY:PM25,VITRY:NO2,VITRY:SO2,VITRY:NO,VITRY:NOX,VITRY:O3,OBJECTID
,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,VITRY-SUR-SEINE,0
,VITRY,VITRY,VITRY,VITRY,VITRY,VITRY,VITRY,1
,PM 10 particules,"PM 2,5 particules",dioxyde d azote,dioxyde de soufre,monoxyde d azote,oxydes d azote,ozone,2
,PM10,PM25,NO2,SO2,NO,NOX,O3,3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2021/02/01 06:00:00+00,16.400000,7.700000,33.400000,0.900000,2.500000,37.300000,35.100000,754
2021/02/01 07:00:00+00,8.800000,11,40,0.700000,4.400000,46.700000,29.400000,755
2021/02/01 08:00:00+00,20.600000,12.600000,39.100000,0.700000,6,48.300000,33.700000,756
2021/02/01 09:00:00+00,11.900000,9.300000,28.900000,0.900000,5.400000,37.200000,41.300000,757
2021/02/01 10:00:00+00,7.500000,7.200000,21.100000,1.300000,4.100000,27.300000,41.900000,758
2021/02/01 11:00:00+00,12.200000,3.900000,24.300000,1.800000,6,33.500000,34.800000,759
2021/02/01 12:00:00+00,9.100000,2.800000,20.600000,2,4.100000,27,37.400000,760
2021/02/01 13:00:00+00,8.800000,3.200000,17.800000,2.100000,3.900000,23.800000,31.500000,761
2021/02/01 14:00:00+00,10.400000,4.100000,22.600000,2.100000,5.200000,30.700000,28.800000,762
2021/02/01 15:00:00+00,10.200000,6.200000,21.400000,2.600000,3.300000,26.400000,34.300000,763
2021/02/01 16:00:00+00,9.100000,7.400000,24.300000,2.400000,3.900000,30.200000,32.800000,764
2021/02/01 17:00:00+00,10.800000,9.500000,25,2.200000,2.600000,29,33.900000,765
2021/02/01 18:00:00+00,12.700000,12.200000,23.700000,2.200000,1.900000,26.500000,34.300000,766
2021/02/01 19:00:00+00,12.900000,7.200000,26.900000,2.300000,3.500000,32.100000,32.100000,767
2021/02/01 20:00:00+00,14.300000,8.200000,25.800000,2.300000,1.700000,28.500000,33.700000,768
2021/02/01 21:00:00+00,12.300000,4.900000,16.300000,2.200000,0.600000,17.300000,41.800000,769
2021/02/01 22:00:00+00,7.200000,5.400000,13.900000,2.100000,0,13.200000,45.300000,770
2021/02/01 23:00:00+00,11.600000,5.800000,21.900000,2,0,21.600000,33.800000,771
2021/02/02 00:00:00+00,14.500000,14.700000,29.400000,2.100000,0,29,25.400000,772
2021/02/02 01:00:00+00,19.700000,6.500000,18.700000,1.700000,0,18,33.100000,773
2021/02/02 02:00:00+00,6.200000,6.100000,14.700000,1.700000,0,13.900000,35.200000,774
2021/02/02 03:00:00+00,7.100000,6.700000,17.700000,1.100000,0,17.400000,30.400000,775
2021/02/02 04:00:00+00,8.700000,5.400000,13,1,0,12.500000,35.200000,776
2021/02/02 05:00:00+00,5.400000,4,12.400000,0.800000,0,11.400000,52.500000,777
2021/02/02 06:00:00+00,4.300000,4.700000,21.800000,0.600000,0.100000,21.800000,46.600000,778
2021/02/02 07:00:00+00,4.800000,5.200000,30.500000,0.500000,1.400000,32.500000,36.800000,779
2021/02/02 08:00:00+00,6.200000,8,39,0.800000,6.200000,48.500000,24.600000,780
2021/02/02 09:00:00+00,7.400000,4.200000,43.400000,0.500000,9.600000,58.100000,16.600000,781
2021/02/02 10:00:00+00,7.500000,4.800000,29.600000,0.600000,7.200000,40.700000,32.300000,782
2021/02/02 11:00:00+00,12.500000,3.400000,21,0.700000,5.600000,29.600000,47.300000,783
2021/02/02 12:00:00+00,10.500000,5.800000,13.300000,0.900000,3.700000,18.900000,59.600000,784
2021/02/02 13:00:00+00,13.200000,6.200000,15,0.700000,3.700000,20.800000,60.100000,785
2021/02/02 14:00:00+00,16.100000,15,16.800000,1,4.200000,23.200000,60.600000,786
2021/02/02 15:00:00+00,20.300000,4.500000,16.600000,1,2.500000,20.400000,62.500000,787
2021/02/02 16:00:00+00,19,9.400000,21.200000,1,2.200000,24.600000,56,788
2021/02/02 17:00:00+00,17.900000,9.700000,25.700000,1.500000,2,28.800000,52.900000,789
2021/02/02 18:00:00+00,18.700000,8.200000,25,1.100000,1.100000,26.700000,51.500000,790
2021/02/02 19:00:00+00,18.100000,9.200000,15.300000,1,0,15.200000,56,791
2021/02/02 20:00:00+00,16.700000,6.700000,13,1,0,12.700000,57.400000,792
2021/02/02 21:00:00+00,15.600000,6.600000,11.500000,1,0,11,53.400000,793
2021/02/02 22:00:00+00,7.100000,5.500000,10.700000,1.300000,0,9.900000,55.900000,794
2021/02/02 23:00:00+00,8.600000,3,8.800000,1.700000,0,7.800000,59.700000,795
2021/02/03 00:00:00+00,11.800000,2.700000,7.800000,1.400000,0,7,61.700000,796
2021/02/03 01:00:00+00,17.400000,4.200000,7.100000,0.300000,0,6,60.600000,797
2021/02/03 02:00:00+00,14.300000,5.800000,5.900000,0.200000,0,4.600000,59.600000,798
2021/02/03 03:00:00+00,9.900000,4.500000,6,0.300000,0,4.900000,57.300000,799
2021/02/03 04:00:00+00,6.600000,8.400000,8,0.100000,0,6.800000,50.700000,800
2021/02/03 05:00:00+00,4.500000,5.700000,8.900000,0,0,8.200000,45.200000,801
2021/02/03 06:00:00+00,3.100000,3.900000,12,0,0,11.500000,39.800000,802
2021/02/03 07:00:00+00,7.900000,2.900000,13.800000,0.100000,0.400000,14.400000,35.900000,803
2021/02/03 08:00:00+00,6.900000,0.700000,24.900000,0.200000,1.700000,27.600000,55.700000,804
2021/02/03 09:00:00+00,6.700000,2.400000,33.100000,0.400000,3.900000,39.200000,40.900000,805
2021/02/03 10:00:00+00,9.300000,6.200000,,0.500000,,,48.900000,806
2021/02/03 11:00:00+00,14.400000,5.500000,12.400000,0.400000,2,15.400000,66.500000,807
2021/02/03 12:00:00+00,20.400000,7.100000,10.800000,0.600000,1,12.500000,70,808
2021/02/03 13:00:00+00,18.400000,7.500000,8.800000,0.600000,0.700000,9.900000,75.500000,809
2021/02/03 14:00:00+00,10.900000,5.800000,16.300000,0.300000,1.800000,19,70.400000,810
2021/02/03 15:00:00+00,9.600000,5,15,0.100000,1.600000,17.500000,70,811
2021/02/03 16:00:00+00,8.700000,5.900000,11.800000,0.400000,1.900000,14.600000,73.800000,812
2021/02/03 17:00:00+00,10.600000,6.500000,15.700000,0.700000,2.100000,18.900000,71.500000,813
2021/02/03 18:00:00+00,10.200000,4.400000,19.100000,0.700000,1.700000,21.700000,65,814
2021/02/03 19:00:00+00,12.600000,8.300000,24.500000,0.700000,2.100000,27.800000,55.900000,815
2021/02/03 20:00:00+00,10.300000,7.100000,28.100000,0.500000,1,29.600000,50.100000,816
2021/02/03 21:00:00+00,13,6.100000,25.100000,0.400000,0.400000,25.600000,51.100000,817
2021/02/03 22:00:00+00,11.300000,4.100000,32.200000,0.700000,0.300000,32.600000,41.100000,818
2021/02/03 23:00:00+00,10.600000,6.400000,36,0.500000,0.300000,36.500000,35.300000,819
2021/02/04 00:00:00+00,13.600000,8.100000,38.200000,0.200000,0.500000,38.900000,32.600000,820
2021/02/04 01:00:00+00,16.700000,9.200000,41.900000,0.900000,0.300000,42.300000,22.300000,821
2021/02/04 02:00:00+00,10.500000,7.600000,20.800000,1.100000,0,19.900000,40,822
2021/02/04 03:00:00+00,10.900000,10.200000,29.400000,0.800000,0.100000,29.100000,30.100000,823
2021/02/04 04:00:00+00,13.900000,7.400000,33.700000,0.700000,0.200000,33.900000,22.800000,824
2021/02/04 05:00:00+00,14.400000,8.900000,35.200000,0.600000,0.700000,36.100000,22.700000,825
2021/02/04 06:00:00+00,17.500000,8.300000,50.600000,0.500000,14,72.100000,7.300000,826
2021/02/04 07:00:00+00,15.900000,7.300000,50.100000,0.600000,15.500000,73.800000,3.700000,827
2021/02/04 08:00:00+00,11.200000,7.500000,46.500000,0.700000,9.800000,61.600000,9.200000,828
2021/02/04 09:00:00+00,20.400000,8.400000,45.800000,0.500000,15.300000,69.300000,11.400000,829
2021/02/04 10:00:00+00,20.900000,9.300000,43.200000,0.500000,15.200000,66.500000,14.200000,830
2021/02/04 11:00:00+00,15.200000,8.400000,29.700000,0.300000,7.800000,41.600000,29.300000,831
2021/02/04 12:00:00+00,14,10.500000,34.400000,0.700000,7.600000,46,25.600000,832
2021/02/04 13:00:00+00,16.800000,9.800000,30.400000,0.400000,9,44.100000,29.400000,833
2021/02/04 14:00:00+00,15.400000,10.900000,25.900000,0.500000,6.800000,36.300000,36,834
2021/02/04 15:00:00+00,15.400000,10.600000,21.300000,0.500000,4.700000,28.300000,39.800000,835
2021/02/04 16:00:00+00,12.900000,6.900000,27.200000,0.500000,3.800000,33.100000,36.100000,836
2021/02/04 17:00:00+00,20.700000,7.400000,49.200000,0.500000,7.100000,60.100000,14.200000,837
2021/02/04 18:00:00+00,26.900000,10.100000,49.900000,0.400000,3.800000,55.700000,12.800000,838
2021/02/04 19:00:00+00,28.500000,9.900000,48.900000,0.300000,2.700000,53.100000,10.900000,839
2021/02/04 20:00:00+00,24.100000,17.500000,42.300000,0.100000,1.900000,45.100000,13.700000,840
2021/02/04 21:00:00+00,26,19.200000,45.500000,0.200000,5.600000,54.200000,6.600000,841
2021/02/04 22:00:00+00,33.100000,25.500000,41,0.200000,8.800000,54.400000,4.500000,842
2021/02/04 23:00:00+00,26.300000,15.400000,40.700000,0.300000,12,59.100000,1.200000,843
2021/02/05 00:00:00+00,37.900000,17.800000,40.500000,0.500000,19.400000,70.400000,1,844
2021/02/05 01:00:00+00,29.500000,15.900000,38.200000,0.400000,13.500000,58.900000,0.600000,845
2021/02/05 02:00:00+00,20,16.400000,34.900000,0.300000,6.100000,44.200000,2.500000,846
2021/02/05 03:00:00+00,23.800000,7.300000,30.800000,0.100000,3.400000,35.900000,5.200000,847
2021/02/05 04:00:00+00,20.600000,13.100000,28.400000,0.100000,2.500000,32.300000,6.100000,848
2021/02/05 05:00:00+00,20.600000,19.400000,34.500000,0.200000,14.800000,57.300000,0.900000,849
2021/02/05 06:00:00+00,20.600000,13.800000,38.900000,0.200000,28.300000,82.300000,0.400000,850
2021/02/05 07:00:00+00,25.600000,15,43.500000,0.200000,33.900000,95.400000,0.800000,851
2021/02/05 08:00:00+00,34.500000,16.800000,48.200000,0.200000,33.200000,99.100000,2.900000,852
2021/02/05 09:00:00+00,24.300000,16.900000,49.200000,0.400000,24.300000,86.400000,13.200000,853
2021/02/05 10:00:00+00,23.500000,13.600000,,,,,,854
2021/02/05 11:00:00+00,,,,,,,,855
2021/02/05 12:00:00+00,,,,,,,,856
2021/02/05 13:00:00+00,22.100000,7,21.200000,,2.300000,24.700000,53.200000,857
2021/02/05 14:00:00+00,16.100000,4.200000,16.800000,1,1.300000,18.800000,57.900000,858
2021/02/05 15:00:00+00,14,9.500000,17.700000,1.200000,1.900000,20.600000,60.400000,859
2021/02/05 16:00:00+00,18.400000,6,21,1.300000,0.900000,22.500000,59.600000,860
2021/02/05 17:00:00+00,15.900000,9.100000,32.900000,1.200000,0.200000,33.100000,46.400000,861
2021/02/05 18:00:00+00,23.400000,13.100000,47.800000,1.100000,0.700000,48.900000,27.700000,862
2021/02/05 19:00:00+00,21.600000,17.100000,54.200000,1,2,57.300000,19,863
2021/02/05 20:00:00+00,17.900000,14.800000,32,0.800000,0,31.900000,34.200000,864
2021/02/05 21:00:00+00,20.200000,14.700000,33.100000,0.800000,0.200000,33.100000,30.300000,865
2021/02/05 22:00:00+00,23.500000,12.800000,37.400000,0.600000,2.100000,40.500000,20.900000,866
2021/02/05 23:00:00+00,27.900000,19.500000,28.700000,0.600000,0.400000,29.300000,25.900000,867
2021/02/06 00:00:00+00,13.300000,9.700000,19,0.800000,0,18.300000,39.300000,868
2021/02/06 01:00:00+00,,8.600000,16.100000,0,0.300000,15.700000,44,869
2021/02/06 02:00:00+00,,8.500000,12.400000,0,0,11.200000,50.400000,870
2021/02/06 03:00:00+00,,7.700000,10.600000,0,0,9.300000,51.600000,871
2021/02/06 04:00:00+00,,5.400000,13.600000,0,0,12.500000,52.300000,872
2021/02/06 05:00:00+00,,9.500000,15.400000,0,0.100000,15.100000,50.500000,873
2021/02/06 06:00:00+00,,9.300000,20.600000,0,0,20.300000,48,874
2021/02/06 07:00:00+00,,11.100000,31,0,1.300000,33.100000,36.800000,875
2021/02/06 08:00:00+00,,8.300000,41.400000,0,4.300000,48.100000,23.700000,876
2021/02/06 09:00:00+00,,11.300000,35.700000,0,4.800000,43.100000,26.100000,877
2021/02/06 10:00:00+00,,8.500000,29,0,4.700000,36.200000,31.400000,878
2021/02/06 11:00:00+00,,10,24.800000,0,3.300000,29.900000,38.600000,879
2021/02/06 12:00:00+00,,8.500000,29,0,4.200000,35.500000,35,880
2021/02/06 13:00:00+00,,7.600000,31.200000,0.100000,5,38.900000,31.900000,881
2021/02/06 14:00:00+00,,9.200000,30.600000,0,3.600000,36,31.300000,882
2021/02/06 15:00:00+00,,9.400000,38.700000,0,5.800000,47.600000,26.500000,883
2021/02/06 16:00:00+00,,9.800000,48.200000,0,8.400000,61.200000,17.900000,884
2021/02/06 17:00:00+00,,8.100000,42,0,6.100000,51.400000,22,885
2021/02/06 18:00:00+00,,11.100000,38.200000,0,3.100000,43,23.400000,886
2021/02/06 19:00:00+00,,9.600000,30.300000,0,2.500000,34,26.500000,887
2021/02/06 20:00:00+00,,8.800000,24.300000,0,0.800000,25.600000,32.300000,888
2021/02/06 21:00:00+00,,10.900000,23,0,0.100000,23.100000,31.300000,889
2021/02/06 22:00:00+00,,9.300000,19.300000,0,0,19,32.600000,890
2021/02/06 23:00:00+00,10.300000,7.300000,17.500000,0,0.200000,17.600000,33.900000,891
2021/02/07 00:00:00+00,9.300000,7.200000,15.800000,0,0.200000,15.600000,32.300000,892
2021/02/07 01:00:00+00,11.900000,5.500000,14.800000,0.700000,0.100000,14.300000,33,893
2021/02/07 02:00:00+00,7,6,11.400000,0.500000,0,10.200000,35.400000,894
2021/02/07 03:00:00+00,6.400000,8.500000,17.400000,0.400000,0,16.300000,30.500000,895
2021/02/07 04:00:00+00,6.500000,8,16.400000,0.400000,0.100000,15.800000,25.100000,896
2021/02/07 05:00:00+00,6.800000,4.500000,9.300000,0.400000,0,8.200000,48.400000,897
2021/02/07 06:00:00+00,10.500000,2.300000,8.300000,0.400000,0,7.700000,57.200000,898
2021/02/07 07:00:00+00,8.600000,6.300000,9.700000,0.400000,0.300000,9.800000,55.200000,899
2021/02/07 08:00:00+00,7.900000,3.900000,12.600000,0.400000,0.100000,12.800000,50.300000,900
2021/02/07 09:00:00+00,5.200000,3.800000,20.300000,0.700000,3.900000,26.300000,17.900000,901
2021/02/07 10:00:00+00,10.700000,7,23.700000,0.700000,7.100000,34.500000,8.200000,902
2021/02/07 11:00:00+00,9.100000,14.600000,25,0.700000,7.700000,36.900000,11.100000,903
2021/02/07 12:00:00+00,10,13.700000,20.100000,0.800000,4.400000,26.800000,21.200000,904
2021/02/07 13:00:00+00,9.600000,10.600000,18.400000,0.600000,3.600000,24,30.700000,905
2021/02/07 14:00:00+00,17.100000,9.500000,16.800000,0.700000,2.700000,20.900000,36,906
2021/02/07 15:00:00+00,7.700000,9.900000,17.600000,0.800000,3.100000,22.200000,36,907
2021/02/07 16:00:00+00,12.600000,13.500000,20.700000,0.600000,3.800000,26.700000,32.800000,908
2021/02/07 17:00:00+00,15.900000,15.200000,24.700000,0.700000,2.900000,29.100000,30.400000,909
2021/02/07 18:00:00+00,13.800000,12.500000,20.100000,0.600000,1.600000,22.500000,38.400000,910
2021/02/07 19:00:00+00,15.300000,10.500000,15.700000,0.400000,0.700000,16.700000,44.800000,911
2021/02/07 20:00:00+00,20.100000,11.800000,13.400000,0.500000,0.100000,13.100000,47.500000,912
2021/02/07 21:00:00+00,20.900000,13.800000,11.700000,0.100000,0.200000,11.800000,48.900000,913
2021/02/07 22:00:00+00,14.900000,14.800000,9.300000,0.200000,0,8.500000,51.400000,914
2021/02/07 23:00:00+00,21.600000,17.300000,9.700000,0,0,9.200000,49.300000,915
2021/02/08 00:00:00+00,18.300000,17.400000,9.500000,0,0,8.900000,48.700000,916
2021/02/08 01:00:00+00,21,17.300000,7.800000,2.700000,0,6.700000,49.600000,917
2021/02/08 02:00:00+00,16.200000,18.700000,6.900000,2.600000,0,5.400000,51.700000,918
2021/02/08 03:00:00+00,23.300000,17.900000,7.100000,2.800000,0,5.600000,50.600000,919
2021/02/08 04:00:00+00,16.100000,12.900000,8.100000,2.600000,0,7,48.700000,920
2021/02/08 05:00:00+00,20.400000,16.200000,12.500000,2.300000,0.700000,13.100000,44.700000,921
2021/02/08 06:00:00+00,28.800000,23.200000,20.800000,2.200000,1.900000,23.900000,37,922
2021/02/08 07:00:00+00,28.600000,24.900000,27.500000,2.100000,5.200000,35.400000,29.200000,923
2021/02/08 08:00:00+00,25.300000,25.300000,31.700000,2.100000,7.200000,42.700000,26.200000,924
2021/02/08 09:00:00+00,28,18,36.800000,2.100000,9.500000,51.400000,21.500000,925
2021/02/08 10:00:00+00,28.800000,19.100000,38.800000,2.200000,7.700000,50.600000,17.500000,926
2021/02/08 11:00:00+00,35.400000,29.200000,41.600000,2.300000,10.600000,57.900000,15.300000,927
2021/02/08 12:00:00+00,39.600000,32.600000,38.900000,2.200000,9.600000,53.500000,15.100000,928
2021/02/08 13:00:00+00,44.500000,36.700000,39.900000,2.300000,7.300000,51.100000,11.300000,929
2021/02/08 14:00:00+00,44.700000,35.400000,43.400000,2.200000,10.100000,58.800000,8.100000,930
2021/02/08 15:00:00+00,47.400000,41.500000,41.200000,1.500000,5.400000,49.500000,8.800000,931
2021/02/08 16:00:00+00,52.200000,39.100000,44.500000,1.900000,15,67.400000,5.600000,932
2021/02/08 17:00:00+00,47.700000,39.200000,44.500000,2,9.900000,59.600000,6.700000,933
2021/02/08 18:00:00+00,32.600000,28.700000,41.800000,1.700000,5.600000,50.400000,10.900000,934
2021/02/08 19:00:00+00,31.800000,35.100000,39.200000,1.700000,5.100000,47,14.900000,935
2021/02/08 20:00:00+00,30.600000,30.900000,38.200000,1.900000,4.800000,45.500000,16.100000,936
2021/02/08 21:00:00+00,32,28.800000,32.300000,1.500000,2.400000,36,22.600000,937
2021/02/08 22:00:00+00,30.300000,27.300000,25.700000,1.500000,0.700000,26.600000,28.200000,938
2021/02/08 23:00:00+00,24.600000,23.800000,20.800000,1.600000,0.200000,21.100000,32.100000,939
2021/02/09 00:00:00+00,30.700000,34.300000,22.700000,1.500000,0,22.700000,28.700000,940
2021/02/09 01:00:00+00,38.500000,30.500000,22.900000,2,0.200000,22.800000,27.400000,941
2021/02/09 02:00:00+00,27.600000,32.600000,22.400000,2.800000,0,21.500000,29.800000,942
2021/02/09 03:00:00+00,28.100000,29.900000,20.800000,2.400000,0,20.100000,31.100000,943
2021/02/09 04:00:00+00,28.100000,29.900000,19.500000,2.100000,0,18.600000,31.200000,944
2021/02/09 05:00:00+00,24.300000,29.200000,19.500000,2,1.100000,21,30.900000,945
2021/02/09 06:00:00+00,28.400000,27.800000,25.500000,1.900000,1.100000,27.100000,23.600000,946
2021/02/09 07:00:00+00,32.900000,29.200000,30.300000,2,0.700000,31.300000,20.200000,947
2021/02/09 08:00:00+00,33.100000,28.300000,36,1.800000,1.600000,38.500000,15.600000,948
2021/02/09 09:00:00+00,32.500000,30.600000,44.700000,1.500000,7.600000,56.300000,11,949
2021/02/09 10:00:00+00,38.800000,29.900000,44.200000,1.800000,7.900000,56.400000,12,950
2021/02/09 11:00:00+00,45.700000,27.700000,42.300000,2.300000,10,57.500000,13.900000,951
2021/02/09 12:00:00+00,34.700000,33,37.200000,2.300000,7.300000,48.500000,18.200000,952
2021/02/09 13:00:00+00,36.500000,30.200000,35,2.500000,8.100000,47.400000,19.400000,953
2021/02/09 14:00:00+00,32.900000,30.400000,30.900000,2.100000,6.300000,40.500000,22.500000,954
2021/02/09 15:00:00+00,34.400000,25.300000,31.300000,1.600000,5.200000,39.200000,22.100000,955
2021/02/09 16:00:00+00,34.600000,27.700000,34.400000,1.600000,6.500000,44.300000,18.400000,956
2021/02/09 17:00:00+00,36.900000,34.100000,35.500000,1.400000,6.100000,44.900000,15.300000,957
2021/02/09 18:00:00+00,38.400000,30.500000,36.400000,0.900000,3.800000,42.200000,12,958
2021/02/09 19:00:00+00,35.100000,38.600000,30.800000,1.100000,2.300000,34.300000,16.600000,959
2021/02/09 20:00:00+00,31.800000,32.600000,27.100000,1.400000,1.200000,28.800000,20.700000,960
2021/02/09 21:00:00+00,26.800000,31,23.100000,1.300000,0.300000,23.500000,26.200000,961
2021/02/09 22:00:00+00,22.700000,26,16.700000,1,0.100000,16.800000,31.400000,962
2021/02/09 23:00:00+00,26,26,13.800000,0.900000,0.100000,13.900000,29.300000,963
2021/02/10 00:00:00+00,25.700000,26.700000,14.200000,0.600000,0.100000,14.100000,26.200000,964
2021/02/10 01:00:00+00,34.500000,31,17,2.100000,0,16.900000,22.200000,965
2021/02/10 02:00:00+00,30.400000,28.500000,17.300000,1.800000,0,16.800000,25,966
2021/02/10 03:00:00+00,29.600000,27.400000,19.900000,1.600000,0,19.300000,25.300000,967
2021/02/10 04:00:00+00,31.700000,26.600000,20,2.200000,0,19.300000,27.100000,968
2021/02/10 05:00:00+00,32.700000,21.500000,19.200000,2.200000,0,18.900000,31.200000,969
2021/02/10 06:00:00+00,22.300000,25.900000,21.900000,1.900000,1,23.500000,34.300000,970
2021/02/10 07:00:00+00,23.600000,26.300000,31.200000,2,6.600000,41.400000,31.400000,971
2021/02/10 08:00:00+00,28.400000,24.700000,30.300000,1.900000,3.900000,36.200000,27,972
2021/02/10 09:00:00+00,31.900000,30.100000,28.400000,2,7.800000,40.300000,28.700000,973
2021/02/10 10:00:00+00,33.300000,27.100000,24.600000,1.800000,9.900000,39.900000,34.300000,974
2021/02/10 11:00:00+00,43.100000,32.900000,21,2.400000,11.500000,38.600000,43.300000,975
2021/02/10 12:00:00+00,35.900000,26.900000,21.600000,3.200000,10.900000,38.500000,48.800000,976
2021/02/10 13:00:00+00,35,23.400000,20.300000,3.500000,8.500000,33.400000,53.900000,977
2021/02/10 14:00:00+00,21.800000,27,16.700000,2.800000,5.300000,24.800000,58.500000,978
2021/02/10 15:00:00+00,25.900000,20,19.900000,2.500000,5.800000,28.800000,56.200000,979
2021/02/10 16:00:00+00,20.800000,22.300000,24,2.100000,4.600000,31,54.800000,980
2021/02/10 17:00:00+00,28,17.800000,30.800000,2,3.900000,36.700000,47.300000,981
2021/02/10 18:00:00+00,18.800000,18.600000,32.200000,2,2.600000,36.100000,46.100000,982
2021/02/10 19:00:00+00,18.800000,20.300000,24.900000,1.400000,1.400000,27,51.200000,983
2021/02/10 20:00:00+00,22.300000,15,20.300000,1.200000,1,22,54.500000,984
2021/02/10 21:00:00+00,23.800000,20.300000,22.300000,1.100000,0.200000,22.400000,48.900000,985
2021/02/10 22:00:00+00,20.800000,25.700000,26.200000,0.600000,0.900000,27.600000,42.100000,986
2021/02/10 23:00:00+00,22.400000,23.700000,27.800000,0.300000,1.500000,30.100000,38.800000,987
2021/02/11 00:00:00+00,22.700000,20.500000,25.900000,0.600000,0.300000,26.400000,37.500000,988
2021/02/11 01:00:00+00,22.300000,29.800000,22.900000,1.700000,0.100000,22.700000,37,989
2021/02/11 02:00:00+00,29.600000,22.100000,22.600000,1.900000,0.100000,22.600000,34.700000,990
2021/02/11 03:00:00+00,25.700000,28.400000,26.300000,1.900000,0.200000,26.700000,28.400000,991
2021/02/11 04:00:00+00,27,28,30.800000,1.900000,0.600000,31.800000,24.600000,992
2021/02/11 05:00:00+00,25,20.600000,36.200000,1.800000,1.400000,38.400000,18.500000,993
2021/02/11 06:00:00+00,22,22.700000,45.200000,1.900000,1.700000,47.900000,12.900000,994
2021/02/11 07:00:00+00,28.200000,22.800000,47.700000,1.600000,3.100000,52.400000,11,995
2021/02/11 08:00:00+00,26.900000,19.500000,46.900000,1.500000,8.300000,59.600000,14.500000,996
2021/02/11 09:00:00+00,25,17.700000,33.500000,1.500000,10,48.900000,28.200000,997
2021/02/11 10:00:00+00,20.300000,16.500000,20.400000,1.600000,6.700000,30.600000,44.200000,998
2021/02/11 11:00:00+00,25.500000,11.800000,12.200000,1.300000,3.300000,17.300000,60.600000,999
2021/02/11 12:00:00+00,21.200000,7.600000,9.300000,1.100000,1.800000,12.200000,68.300000,1000
2021/02/11 13:00:00+00,19.900000,12.100000,10.600000,1,1.800000,13.400000,69.100000,1001
2021/02/11 14:00:00+00,16.100000,13.900000,10.600000,0.900000,1.400000,12.700000,69.600000,1002
2021/02/11 15:00:00+00,16,10.800000,11.700000,0.800000,1,13.400000,68.100000,1003
2021/02/11 16:00:00+00,21.900000,9.800000,15.500000,0.700000,2.100000,18.800000,64.500000,1004
2021/02/11 17:00:00+00,21.100000,7,17.600000,0.600000,0.100000,17.600000,61.400000,1005
2021/02/11 18:00:00+00,18,15.500000,18,0.600000,0,17.100000,60.200000,1006
2021/02/11 19:00:00+00,25.300000,16.900000,18.700000,0.500000,0,17.800000,57,1007
2021/02/11 20:00:00+00,17.600000,15.800000,15.500000,0.400000,0,14.400000,61.300000,1008
2021/02/11 21:00:00+00,14.100000,9.500000,11.100000,0.400000,0,9.800000,67.800000,1009
2021/02/11 22:00:00+00,13.500000,8.600000,9.900000,0.100000,0,8.600000,69.700000,1010
2021/02/11 23:00:00+00,10.500000,8.600000,10.100000,0.200000,0,8.800000,67.800000,1011
2021/02/12 00:00:00+00,12.700000,10.800000,9.600000,0.100000,0,8.200000,67,1012
2021/02/12 01:00:00+00,11.600000,7.200000,9,3.600000,0,7.600000,66.900000,1013
2021/02/12 02:00:00+00,9.400000,8.200000,9.100000,3.900000,0,7.700000,65.500000,1014
2021/02/12 03:00:00+00,9.300000,9.400000,9.900000,3.800000,0,8.500000,64,1015
2021/02/12 04:00:00+00,9.500000,10,10.400000,3.700000,0,9,61.800000,1016
2021/02/12 05:00:00+00,15.300000,15.800000,12.900000,3.400000,0,11.800000,56.200000,1017
2021/02/12 06:00:00+00,14.300000,18.700000,15.300000,3.300000,0,14.300000,52.600000,1018
2021/02/12 07:00:00+00,14.500000,16.200000,18.300000,3.200000,0,17.500000,50.900000,1019
2021/02/12 08:00:00+00,18.600000,11.100000,21.100000,3.100000,0.200000,21.400000,49.400000,1020
2021/02/12 09:00:00+00,17.100000,16.600000,24.700000,3.200000,2.200000,28.100000,45.900000,1021
2021/02/12 10:00:00+00,16.500000,10.500000,16.900000,3.100000,2.100000,20.100000,52.600000,1022
2021/02/12 11:00:00+00,18.800000,10.800000,14.100000,3,2.400000,17.700000,55.800000,1023
2021/02/12 12:00:00+00,20.600000,12.300000,13.600000,3.100000,3,18.200000,56.200000,1024
2021/02/12 13:00:00+00,26.800000,12.800000,18.100000,3.200000,4,24.300000,53.400000,1025
2021/02/12 14:00:00+00,17.100000,12.700000,16.500000,3,4.400000,23.300000,55.200000,1026
2021/02/12 15:00:00+00,20.100000,13.500000,16.400000,2.900000,4,22.500000,56.800000,1027
2021/02/12 16:00:00+00,29.400000,11.200000,20,2.600000,2.900000,24.400000,52,1028
2021/02/12 17:00:00+00,19.400000,12,21,2.600000,1.400000,23.200000,52.600000,1029
2021/02/12 18:00:00+00,26.200000,16.300000,25.200000,2.300000,1,26.800000,47.600000,1030
2021/02/12 19:00:00+00,18.800000,14,23.900000,2.700000,0.600000,24.900000,48.600000,1031
2021/02/12 20:00:00+00,15.900000,15.800000,21.600000,2.700000,0.400000,22.100000,49.200000,1032
2021/02/12 21:00:00+00,21.700000,15.900000,22,2.500000,0.100000,22,46.100000,1033
